encoder,dataset,model,tier_pair,n,acc
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T12-T12,26,0.576923
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T12-T13,2,0.000000
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T12-T14,2,0.500000
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T12-T15,3,1.000000
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T13-T13,5,0.200000
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T13-T15,2,0.500000
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T14-T14,10,0.800000
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T14-T15,1,0.000000
crossencoder,aep_causal_wf_v3,all-MiniLM-L6-v2,T15-T15,20,0.700000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T1,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T2,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T3,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T4,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T5,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T6,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T7,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T8,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T10,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T1-T12,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T3,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T4,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T6,3,0.666667
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T7,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T9,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T11,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T13,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T14,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T2-T15,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T3,6,0.666667
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T4,6,0.666667
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T5,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T6,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T7,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T8,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T9,3,0.333333
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T11,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T12,3,0.333333
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T13,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T14,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T3-T15,4,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T4,3,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T5,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T8,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T9,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T10,3,0.666667
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T11,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T13,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T4-T15,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T5,24,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T6,4,0.250000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T7,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T8,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T10,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T11,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T13,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T5-T14,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T6,33,0.393939
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T8,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T9,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T10,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T11,4,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T12,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T13,4,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T6-T15,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T7-T7,13,0.615385
crossencoder,aep_causal_wf_v3,e5-large-v2,T7-T8,4,0.750000
crossencoder,aep_causal_wf_v3,e5-large-v2,T7-T9,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T7-T10,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T7-T11,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T7-T12,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T7-T13,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T8-T8,3,0.333333
crossencoder,aep_causal_wf_v3,e5-large-v2,T8-T10,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T8-T11,2,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T8-T12,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T8-T13,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T8-T15,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T9-T9,15,0.733333
crossencoder,aep_causal_wf_v3,e5-large-v2,T9-T10,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T9-T11,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T9-T12,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T9-T13,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T9-T14,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T10-T10,17,0.411765
crossencoder,aep_causal_wf_v3,e5-large-v2,T10-T11,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T10-T12,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T10-T13,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T10-T14,1,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T10-T15,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T11-T11,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T11-T12,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T11-T13,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T11-T14,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T12-T12,26,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T12-T13,2,1.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T12-T14,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T12-T15,3,0.333333
crossencoder,aep_causal_wf_v3,e5-large-v2,T13-T13,5,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T13-T15,2,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T14-T14,10,0.500000
crossencoder,aep_causal_wf_v3,e5-large-v2,T14-T15,1,0.000000
crossencoder,aep_causal_wf_v3,e5-large-v2,T15-T15,20,0.450000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T1,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T2,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T3,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T4,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T5,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T6,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T7,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T8,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T10,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T1-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T3,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T4,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T6,3,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T7,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T9,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T11,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T14,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T2-T15,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T3,6,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T4,6,0.833333
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T5,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T6,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T7,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T8,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T9,3,0.333333
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T11,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T12,3,0.666667
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T14,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T3-T15,4,0.750000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T4,3,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T5,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T8,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T9,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T10,3,0.666667
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T11,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T4-T15,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T5,24,0.625000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T6,4,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T7,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T8,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T10,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T11,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T13,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T5-T14,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T6,33,0.606061
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T8,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T9,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T10,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T11,4,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T13,4,0.250000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T6-T15,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T7-T7,13,0.615385
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T7-T8,4,0.750000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T7-T9,2,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T7-T10,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T7-T11,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T7-T12,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T7-T13,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T8-T8,3,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T8-T10,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T8-T11,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T8-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T8-T13,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T8-T15,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T9-T9,15,0.400000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T9-T10,2,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T9-T11,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T9-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T9-T13,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T9-T14,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T10-T10,17,0.823529
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T10-T11,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T10-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T10-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T10-T14,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T10-T15,1,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T11-T11,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T11-T12,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T11-T13,2,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T11-T14,2,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T12-T12,26,0.538462
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T12-T13,2,0.500000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T12-T14,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T12-T15,3,0.333333
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T13-T13,5,0.200000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T13-T15,2,1.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T14-T14,10,0.900000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T14-T15,1,0.000000
crossencoder,aep_causal_wf_v3,bge-base-en-v1.5,T15-T15,20,0.700000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T1,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T2,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T3,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T4,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T5,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T6,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T7,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T8,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T10,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T1-T12,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T3,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T4,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T6,3,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T7,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T9,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T11,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T14,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T2-T15,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T3,6,0.666667
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T4,6,0.666667
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T5,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T6,2,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T7,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T8,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T9,3,0.333333
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T11,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T12,3,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T14,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T3-T15,4,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T4,3,0.666667
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T5,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T8,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T9,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T10,3,0.666667
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T11,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T4-T15,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T5,24,0.708333
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T6,4,0.250000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T7,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T8,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T10,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T11,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T13,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T5-T14,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T6,33,0.696970
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T8,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T9,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T10,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T11,4,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T13,4,0.750000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T6-T15,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T7-T7,13,0.615385
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T7-T8,4,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T7-T9,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T7-T10,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T7-T11,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T7-T12,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T7-T13,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T8-T8,3,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T8-T10,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T8-T11,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T8-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T8-T13,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T8-T15,2,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T9-T9,15,0.533333
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T9-T10,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T9-T11,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T9-T12,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T9-T13,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T9-T14,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T10-T10,17,0.823529
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T10-T11,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T10-T12,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T10-T13,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T10-T14,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T10-T15,1,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T11-T11,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T11-T12,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T11-T13,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T11-T14,2,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T12-T12,26,0.692308
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T12-T13,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T12-T14,2,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T12-T15,3,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T13-T13,5,1.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T13-T15,2,0.500000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T14-T14,10,0.600000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T14-T15,1,0.000000
crossencoder,aep_causal_wf_v3,bge-large-en-v1.5,T15-T15,20,0.700000
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T2-T3,1400,0.505714
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T3-T4,1400,0.488571
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T4-T5,1400,0.495000
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T5-T6,1400,0.487857
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T6-T7,1400,0.500000
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T7-T8,1400,0.505000
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T8-T9,1400,0.493571
crossencoder,ajo_doc_not_tier1,deberta-v3-large,T9-T10,1400,0.497143
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T2-T3,1400,0.995714
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T3-T4,1400,0.965000
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T4-T5,1400,0.986429
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T5-T6,1400,0.999286
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T6-T7,1400,0.994286
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T7-T8,1400,0.997143
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T8-T9,1400,0.997857
crossencoder,ajo_doc_not_tier1,all-mpnet-base-v2,T9-T10,1400,0.978571
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T2-T3,1400,0.972143
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T3-T4,1400,0.951429
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T4-T5,1400,0.945000
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T5-T6,1400,0.995714
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T6-T7,1400,0.992857
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T7-T8,1400,0.934286
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T8-T9,1400,0.962857
crossencoder,ajo_doc_not_tier1,all-MiniLM-L6-v2,T9-T10,1400,0.975714
crossencoder,ajo_doc_not_tier1,e5-large-v2,T2-T3,1400,0.505714
crossencoder,ajo_doc_not_tier1,e5-large-v2,T3-T4,1400,0.488571
crossencoder,ajo_doc_not_tier1,e5-large-v2,T4-T5,1400,0.495000
crossencoder,ajo_doc_not_tier1,e5-large-v2,T5-T6,1400,0.487857
crossencoder,ajo_doc_not_tier1,e5-large-v2,T6-T7,1400,0.500000
crossencoder,ajo_doc_not_tier1,e5-large-v2,T7-T8,1400,0.505000
crossencoder,ajo_doc_not_tier1,e5-large-v2,T8-T9,1400,0.493571
crossencoder,ajo_doc_not_tier1,e5-large-v2,T9-T10,1400,0.497143
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T2-T3,1400,0.927143
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T3-T4,1400,0.949286
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T4-T5,1400,0.956429
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T5-T6,1400,0.971429
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T6-T7,1400,0.999286
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T7-T8,1400,0.984286
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T8-T9,1400,0.999286
crossencoder,ajo_doc_not_tier1,bge-base-en-v1.5,T9-T10,1400,0.970000
crossencoder,ajo_doc_not_tier1,bge-large-en-v1.5,T2-T3,1400,0.505714
crossencoder,ajo_doc_not_tier1,bge-large-en-v1.5,T3-T4,1400,0.488571
crossencoder,ajo_doc_not_tier1,bge-large-en-v1.5,T4-T5,1400,0.495000
crossencoder,ajo_doc_not_tier1,bge-large-en-v1.5,T5-T6,1400,0.487857
